Seconds elapsed: 83 s
Angle Resolved Scattering Values: 
0.558742
0.547513
0.557308
0.52432
0.513273
0.486941
0.464559
0.433979
0.400292
0.362028
0.314206
0.274873
0.223479
0.174174
0.118362
0.0645711
0.0214314
0.00167937
0.014802
0.0408058
0.0759393
0.107128
0.140683
0.170149
0.199116
0.227098
0.255206
0.278523
0.302204
0.325143
0.337402
0.352273
0.355669
0.374052
0.372216
0.383699
